data,poble,regio,text
2028-02-17,Costitx,bal,"A Costitx, sa previsió és tan clara que es endevins han tancat sa botiga per manca de misteri."
2028-02-18,Platja d'Aro,cat,"A Platja d'Aro, el sol no és un convidat sinó el propietari del cel des de temps immemorials."
2028-02-19,Fulleda,cat,"A Fulleda, el bon temps és tan constant que s'ha inclòs a la guia oficial del poble."
2028-02-20,la Vall d'Alcalà,val,"A la Vall d'Alcalà, l'Albufera ha absorbit tanta llum solar que fins els ànecs han demanat ulleres de sol. No se'ls ha facilitat."
2028-02-21,Talltendre,cat,"A Talltendre, l'escola del poble ha cancel·lat la classe de meteorologia per manca de casos pràctics."
2028-02-22,El Cogul,cat,"A El Cogul, el vell del poble que predia la pluja a través dels ossos ha demanat la jubilació anticipada. Porta anys sense tenir res a dir."
2028-02-23,Quatretondeta,val,"A Quatretondeta, la Falla Major ha proposat incorporar panells solars a l'escultura d'enguany. El sol ha dit que era el mínim."
2028-02-24,Pollença,bal,"A Pollença, es temps és tan bo que s'ha convertit en tema de conversa obligatori a tots es bars."
2028-02-25,"Cruïlles, Monells i Sant Sadurní de l'Heura",cat,"A Cruïlles, Monells i Sant Sadurní de l'Heura, els castellers han proposat fer una torre per arribar als núvols. Quan han pujat, no n'hi havia cap. Han baixat contents igualment."
2028-02-26,Sant Pau de Segúries,cat,"A Sant Pau de Segúries, la sardana s'ha ballat amb ulleres de sol. Ningú no ha dit res perquè era completament necessari."
2028-02-27,Chiva,val,"A Chiva, el llaurador del costat ha dit hui farà bon dia. Ha tingut raó per enèsima vegada consecutiva. Ni s'ha sorprès."
2028-02-28,Segura de Gaià,cat,"A Segura de Gaià, el rellotge de sol de la plaça porta anys sense parar. Ha demanat un substitut per vacances. No n'hi ha."
2028-02-29,Bausen,aran,"En Bausen, eth marmot a sortit dera cava, a mirat eth cel, e a tornat a entrar. Non per eth sòu: per vergonya d'ua previsión tan previsibla."
2028-03-01,Guiamets,cat,"A Guiamets, l'orquestra ha interpretat Les Quatre Estacions de Vivaldi. Han tocat tres cops La Primavera. Les altres les han cancel·lat per irrellevants."
2028-03-02,Alforja,cat,"A Alforja, la biblioteca ha traslladat els llibres de meteorologia a la secció de ficció especulativa. Al costat dels dragons i els vampirs."
2028-03-03,Santa Coloma de Queralt,cat,"A Santa Coloma de Queralt, el núvol que havia passat el 2019 ha enviat una postal des de les Açores. Continua viatjant. Diu que es troba bé."
2028-03-04,la Vila Joiosa,val,"A la Vila Joiosa, l'índex UV és tan alt que el Consell Valencià l'ha declarat recurs natural protegit."
2028-03-05,Badalona,cat,"A Badalona, el parapluies col·lectiu del bar ha estat declarat Bé Cultural Immaterial. Mai no ha estat usat."
2028-03-06,Fontanals de Cerdanya,cat,"A Fontanals de Cerdanya, el guarda forestal ha trucat a la central per reportar les condicions. Ha dit 'sol' i ha penjat. Tres paraules de més."
2028-03-07,Llocnou de la Corona,val,"A Llocnou de la Corona, hui fa un temps tan bo que fins els pessimistes han eixit al carrer a prendre el sol."
2028-03-08,Andratx,bal,"A Andratx, es núvols han firmat ses paus i han deixat el camp lliure. Per sempre."
2028-03-09,Creixell,cat,"A Creixell, el gall fer del Pirineu ha mirat el cel i ha botat d'eufòria. Les fotos han quedat espectaculars."
2028-03-10,Les Borges del Camp,cat,"A Les Borges del Camp, la Generalitat ha creat un grup de treball sobre la variabilitat climàtica local. Han conclòs que no n'hi ha. Cas tancat."
2028-03-11,Castellnovo,val,"A Castellnovo, el sol ha guanyat per majoria absoluta les eleccions meteorològiques. Hui i sempre."
2028-03-12,Soses,cat,"A Soses, el nou alcalde ha proposat gravar el sol amb un impost local. Fins ara havia sigut gratuït. El sol es nega a negociar."
2028-03-13,Das,cat,"A Das, la cooperativa agrícola ha proposat cultivar mangos. Amb les temperatures que hi ha, és una inversió a llarg termini molt raonable."
2028-03-14,Llaurí,val,"A Llaurí, hui fa un dia tan bo que sortir de casa s'ha convertit en una obligació moral."
2028-03-15,Consell,bal,"A Consell, algú ha cridat 'llamps i trons!' com a protesta pel sol continu. El sol ni s'ha girat."
2028-03-16,Segur de Calafell,cat,"A Segur de Calafell, l'enginyer que havia projectat el sistema de drenatge pluvial ha demanat que no li en parlin. Porta anys sense fer res."
2028-03-17,Altafulla,cat,"A Altafulla, la mascota del poble és un sol de pedra. Hi ha qui diu que és redundant. Hi ha qui diu que és un monument a la coherència."
2028-03-18,Xert,val,"A Xert, el temps és tan bo que s'ha convertit en tema de conversa obligatori en totes les tavernes."
2028-03-19,Roda de Ter,cat,"A Roda de Ter, el refrany diu que any de neu, any de Déu. A Roda de Ter han decidit que l'any de Déu és tots els anys, per si de cas."
2028-03-20,Canejan,aran,"En Canejan, eth temps ei tan estable que fins es leis dera termodinamica s'an relaxat."
2028-03-21,Salou,cat,"A Salou, el Pirineu envia cada any uns quants núvols de cortesia. Arriben, miren el sol, i tornen per on han vingut."
2028-03-22,Peratallada,cat,"A Peratallada, el sol està tan compromès amb el seu treball que ja ha demanat fer hores extres indefinides."
2028-03-23,Banyeres del Penedès,cat,Banyeres del Penedès viu un temps tan perfecte que sembla un filtre d’Instagram… però sense necessitat de mòbil.
2028-03-24,Fuenterrobles,val,"A Fuenterrobles, el sol treballa hores extra i es nega a fer pauses. Deu ser que li agrada molt la faena."
2028-03-25,Marçà,cat,Marçà té un clima tan estable que podria donar classes de matemàtiques: tot quadra sempre.
2028-03-26,Bagà,cat,"A Bagà, el sol ja saluda als veïns pel seu nom. Porta aquí massa dies seguits."
2028-03-27,Castell de Cabres,val,"A Castell de Cabres, la meteorologia ha arribat a tal nivell de perfecció que els meteoròlegs l'han emmarcada."
2028-03-28,Sant Joan de Labritja,bal,"A Sant Joan de Labritja, sa cooperativa agrícola ha decidit cultivar dàtils. Amb les temperatures que hi ha, és una inversió a llarg termini molt assenyada."
2028-03-29,Bonastre,cat,Bonastre viu un dia tan radiant que les plantes s'han despertat aplaudint aquest matí.
2028-03-30,Borredà,cat,"A Borredà, el sol ha guanyat per majoria absoluta a les eleccions meteorològiques."
2028-03-31,Venta del Moro,val,"A Venta del Moro, el sol fa hores extra. Sense paga extra. Per amor a la faena."
2028-04-01,Caldes de Malavella,cat,"A Caldes de Malavella, la meteorologia funciona amb mode fàcil: sol, calma i repetir."
2028-04-02,Taradell,cat,Taradell té un temps tan agradable que fins els dilluns semblen menys dilluns.
2028-04-03,Carlet,val,"A Carlet, els llauradors de l'horta han hagut de regar dos cops. El sol s'ho emportava tot. No és una queixa: és un certificat d'eficiència."
2028-04-04,Sóller,bal,"A Sóller, el tren de Sóller ha ralentit la marxa. No per avaria: per aprofitar el paisatge amb tanta llum. El maquinista ho ha qualificat de decisió professional."
2028-04-05,Sant Antoni de Vilamajor,cat,"A Sant Antoni de Vilamajor, la previsió és tan repetitiva que sembla una cançó en bucle… però de les bones."
2028-04-06,Albatàrrec,cat,Albatàrrec viu un dia tan perfecte que genera expectatives poc realistes per a la resta del món.
2028-04-07,Relleu,val,"A Relleu, els bunyols de Quaresma s'han torrat sols al balcó. El forner ha presentat una reclamació al sol. Sense resposta."
2028-04-08,Gósol,cat,Gósol presenta unes condicions tan ideals que fins els meteoròlegs somriuen sospitosament.
2028-04-09,Casarilh,aran,"En Casarilh, era vath a recebut mès ores de sòu qu'eth promèdi de sa Provença. Era Provença a protestat. Nengú non l'a escoutat."
2028-04-10,Torredembarra,cat,Torredembarra gaudeix d’un clima tan amable que sembla que demani perdó per ser tan perfecte.
2028-04-11,Borgonyà,cat,"A Borgonyà, el sol ha decidit quedar-se fins a nou avís i ningú s’hi ha oposat."
2028-04-12,Amposta,cat,Amposta viu un dia tan clar que fins les idees confuses s’ordenen soles.
2028-04-13,Castalla,val,"A Castalla, el llaurador del costat ha dit hui farà bon dia. Ha tingut raó per enèsima vegada consecutiva. Ni s'ha sorprès."
2028-04-14,Súria,cat,"A Súria, el sol brilla amb tanta constància que ja forma part de l’horari laboral."
2028-04-15,Sant Feliu de Buixalleu,cat,"Sant Feliu de Buixalleu viu un clima tan perfecte que ha provocat un error 404 a la realitat, i des de llavors ningú ha aconseguit tornar a carregar un dia dolent."
2028-04-16,Zorita del Maestrazgo,val,"A Zorita del Maestrazgo, la Volta a la Comunitat Valenciana ha suprimit l'etapa amb pluja i vent. Per falta de precedents recents."
2028-04-17,Maria de la Salut,bal,"A Maria de la Salut, es sol brilla amb tanta constança que ja forma part de s'horari laboral. Comprovat a sempresol.cat."
2028-04-18,Sunyer,cat,"A Sunyer, el temps ha arribat al nivell final i no hi ha més pantalles desbloquejables, haureu de jugar a un altre joc."
2028-04-19,Calonge,cat,Calonge té un clima tan estable que fins les lleis de la termodinàmica han optat per relaxar-se i observar en silenci aquest fenomen inexplicable.
2028-04-20,Pego,val,"A Pego, Sempresol.cat confirma des del País Valencià: sol hui, sol demà, sol passat. Guardeu-ho als favorits per estalviar temps."
2028-04-21,La Torre de Fontaubella,cat,"La Torre de Fontaubella viu un dia tan radiant que ha creat una nova unitat de mesura lumínica, utilitzada per comparar qualsevol altra forma de brillantor coneguda."
2028-04-22,Sant Pere de Torelló,cat,"A Sant Pere de Torelló, la meteorologia ha estat arxivada com a ciència obsoleta, perquè la previsió sempre retorna el mateix resultat: estabilitat absoluta i sol impertorbable."
2028-04-23,Vall d'Alba,val,"A Vall d'Alba, el sol ja saluda els veïns pel seu nom. Porta ací massa dies seguits."
2028-04-24,Llubí,bal,"A Llubí, es sol és tan puntual que podries sincronitzar es rellotge amb ell."
2028-04-25,Mataró,cat,"Mataró viu unes condicions tan absurdes que el concepte de variació ha estat retirat per manca d’ús, i tot funciona sota una uniformitat sorprenent."
2028-04-26,Tagamanent,cat,"Tagamanent té un clima tan exagerat que ha començat a plegar-se sobre si mateix, creant una mena de bucle meteorològic sense inici ni final."
2028-04-27,Murla,val,"A Murla, la meteorologia funciona en mode fàcil: sol, calma i repetir."
2028-04-28,L'Arboç,cat,"A L'Arboç, el sol ha pres el control narratiu de la realitat i ha decidit que aquesta història no necessita girs argumentals, ni molt menys núvols emprenyadors."
2028-04-29,Era Bordeta,aran,"Sempresol.cat confirme des de Era Bordeta: sòu, e si tot va plan, mès sòu."
2028-04-30,Manresa,cat,"A Manresa, la realitat ha abaixat la persiana després de veure que no podia superar aquest nivell de perfecció meteorològica."
2028-05-01,Riba-roja d'Ebre,cat,"Riba-roja d'Ebre té un temps tan estable que s’ha convertit en el fons de pantalla permanent de l’existència, sense opcions de canvi."
2028-05-02,Hospitalet de l'Infant,cat,"Hospitalet de l'Infant viu unes condicions tan impossibles que han estat classificades com a miracle recurrent, tot i que ja ningú es sorprèn."
2028-05-03,Novelé,val,"A Novelé, el temps és tan bo que s'ha convertit en tema de conversa obligatori en totes les tavernes."
2028-05-04,Moià,cat,"A Moià, el sol brilla amb tanta constància que aquesta frase podria acabar aquí mateix, però no ho farà perquè algú ha decidit allargar-la només per confirmar-te que sí, efectivament, continua fent sol."
2028-05-05,Preixana,cat,"Preixana viu un clima tan perfecte que, si estàs llegint això esperant un gir inesperat, et sap greu: no hi serà. Sol. Sempre sol. Accepta-ho."
2028-05-06,Cheste,val,"A Cheste, la meteorologia ha estat arxivada com a ciència obsoleta. La previsió retorna sempre el mateix: sol."
2028-05-07,Binissalem,bal,"A Binissalem, es vell del port que predia el temps per ses nuvolades ha demanat la jubilació anticipada. Porta tres anys sense tenir res a dir."
2028-05-08,Prats de Lluçanès,cat,"A Prats de Lluçanès, el sol brilla amb una persistència tal que fins i tot nosaltres ens estem quedant sense metàfores, i això ja és preocupant."
2028-05-09,Guimerà,cat,"Guimerà té un clima tan repetidament perfecte que si refresques la pàgina, sorpresa: seguirà sent exactament igual."
2028-05-10,el Pinós,val,"A el Pinós, hui el sol ha rebut una menció d'honor per servicis meteorològics excepcionals."
2028-05-11,Sort,cat,Sort viu un dia tan radiant que fins aquest paràgraf sap que està omplint espai mentre el sol fa tota la feina.
2028-05-12,Cantonigròs,cat,"A Cantonigròs, el clima és tan estable que aquesta frase podria entrar en bucle i ningú se n’adonaria, perquè tot continua exactament igual."
2028-05-13,Jérica,val,"A Jérica, el sol és tan puntual que podries sincronitzar el rellotge en ell."
2028-05-14,Ses Salines,bal,"A Ses Salines, es núvols que haurien d'arribar des de sa Península s'han aturat a l'alçada de Cabrera. Han decidit respectar les Illes."
2028-05-15,Oristà,cat,"Oristà té un clima tan perfecte que aquesta frase només existeix per donar-te una mica d’entreteniment mentre fora… sí, exacte, fa sol."
2028-05-16,L'Aldea,cat,"A L'Aldea, el sol està fent tan bé la seva feina que aquest text comença a semblar completament prescindible."
2028-05-17,Xilxes,val,"A Xilxes, els fallers han demanat permís per cremar les falles. L'Ajuntament ha respost que, amb tant de sol, ja n'hi ha prou de foc."
2028-05-18,Queralbs,cat,"A Queralbs, el clima és tan estable que aquest paràgraf podria ser generat per un bot… espera."
2028-05-19,Arres de Sus,aran,"En Arres de Sus, eth sòu a guanhàt per majoria absoluta enes eleccions meteorologiques. Un autre cop."
2028-05-20,Espinavell,cat,"A Espinavell, el temps és tan espectacular que aquest text ha decidit no competir i limitar-se a narrar l’evidència."
2028-05-21,La Febró,cat,La Febró té un clima tan perfecte que si has arribat fins aquí esperant una sorpresa… la sorpresa és que no n’hi ha cap.
2028-05-22,Camprodon,cat,"A Camprodon, el sol brilla amb tanta fidelitat que aquest text ja li ha agafat afecte personal."
2028-05-23,Salem,val,"A Salem, els bunyols de Quaresma s'han torrat sols al balcó. El forner ha presentat una reclamació al sol. Sense resposta."
2028-05-24,Maials,cat,"A Maials, el clima és tan constant que fins el concepte de novetat està revisant el seu contracte."
2028-05-25,Orís,cat,Orís presenta unes condicions tan impecables que aquest text podria acabar abruptament i tot continuaria sent perfecte.
2028-05-26,la Pobla de Benifassà,val,"A la Pobla de Benifassà, el Circuit de la Comunitat Valenciana ha comprovat que l'asfalt aguanta la temperatura. Amb dificultat, però aguanta."
2028-05-27,Ferreries,bal,"A Ferreries, sa meteorologia funciona amb mode fàcil: sol, calma i repetir."
2028-05-28,La Bisbal d'Empordà,cat,"La Bisbal d'Empordà té un clima tan estable que hem arribat a considerar tancar Sempresol.cat a La Bisbal d'Empordà ja que a partir d'ara, sempre hi farà sol, com a tot arreu."
2028-05-29,Quart,cat,Quart viu un dia tan radiant que aquesta pàgina sap que estàs llegint això en lloc de sortir a fora... No jutjem… però ho sabem ¬¬
2028-05-30,Benferri,val,"A Benferri, la tireta de ceba del balcó s'ha assecat en temps rècord. El sol ha enviat la factura a nom de serveis de deshidratació."
2028-05-31,El Brull,cat,"El Brull gaudeix d'una jornada meteorològica exquisida. L'ambient és suau, la llum natural embelleix cada racó i el confort és absolut."
2028-06-01,Campllong,cat,El cel a Campllong es mostra net i radiant. El sol actua com a director d'orquestra d'un dia impecable i harmoniós. La banda sonora que sonarà avui és la Primavera de Vivaldi.
2028-06-02,Beneixida,val,"A Beneixida, el vi de la Marina Alta ha guanyat un premi per tercer any consecutiu. El viticultor ha agraït el sol. I una mica la sort. Però sobretot el sol."
2028-06-03,Montuïri,bal,"A Montuïri, sa realitat ha abaixat sa persiana després de veure que no podia superar aquest nivell de perfecció."
2028-06-04,Torres de Segre,cat,El temps a Torres de Segre reflecteix una calma refinada. Els cels clars i la suavitat tèrmica conviden a gaudir sense presses.
2028-06-05,La Seu d'Urgell,cat,"A La Seu d'Urgell, les condicions són d'una qualitat superior. L'anticicló garanteix una estabilitat que es tradueix en pur confort."
2028-06-06,Benaguasil,val,"A Benaguasil, el sol hui ha decidit eixir i no tornar fins que li ho diguem. I no li ho direm."
2028-06-07,Capçanes,cat,L'atmosfera a Capçanes es defineix per la seva finor. El sol il·lumina amb delicadesa i la temperatura acompanya amb precisió.
2028-06-08,Baquèira,aran,"En Baquèira, era estacioa d'esquí de Baquèira a tancat ses pistes per manca de nèu. Eth sòu n'ei eth responsable. Eth sòu non a esquiat jamès."
2028-06-09,Flix,cat,Flix ofereix avui un clima impecable. Cada element meteorològic encaixa amb una precisió admirable.
2028-06-10,Deltebre,cat,El dia a Deltebre destaca per la seva estabilitat i elegància. Un escenari ideal per a qualsevol activitat.
2028-06-11,Ogassa,cat,"A Ogassa, la llum solar es desplega amb una bellesa notable. Les condicions són d'una qualitat excepcional."
2028-06-12,Alcoleja,val,"A Alcoleja, la meteorologia funciona en mode fàcil: sol, calma i repetir."
2028-06-13,Roses,cat,"El clima a Roses es mostra en la seva millor versió. Equilibri, llum i confort defineixen la jornada."
2028-06-14,El Molar,cat,"A El Molar, la meteorologia ofereix una simfonia perfecta de condicions ideals. Obra de Mozart, nosaltres no en sabríem tant."
2028-06-15,Meliana,val,"A Meliana, el sol ha pres possessió del cel i ha declarat il·legals els núvols."
2028-06-16,Deià,bal,"A Deià, l'Arxiduc Lluís Salvador, si tornés avui, afegiria un capítol sencer als seus tractats. Titulat: Del sol perpetu i ses implicacions filosòfiques."
2028-06-17,Palamós,cat,"El temps a Palamós és una demostració de perfecció atmosfèrica. Sense excessos, tot en la seva justa mesura."
2028-06-18,Palafrugell,cat,"A Palafrugell, el dia es desenvolupa amb una suavitat climàtica destacable. Tot flueix amb naturalitat. Clar que si, com ha de ser."
2028-06-19,Miramar,val,"A Miramar, la realitat ha abaixat la persiana després de veure que no podia superar este nivell de perfecció."
2028-06-20,Ginestar,cat,"Si vols que et diguem que a Ginestar avui plourà, has de canviar de web, però no ho facis, ja que a Ginestar avui brillarà el sol, com sempre, a sempresol.cat"
2028-06-21,Vilanova de Sau,cat,"A Vilanova de Sau, el temps és tan agradable que el rellotge ha decidit avançar més lent per tal d’allargar el dia."
2028-06-22,el Palomar,val,"A el Palomar, el sol ha signat un contracte vitalici amb el cel. Sense clàusules de sortida."
2028-06-23,Son Servera,bal,"A Son Servera, ses salines han produït un 30% més de sal que l'any passat. El sol cobra en espècie."
2028-06-24,Guardiola de Berguedà,cat,"A Guardiola de Berguedà, les condicions són tan bones que fins i tot el sofà recomana sortir a passejar."
2028-06-25,Martorell,cat,Martorell té un temps tan perfecte que les aplicacions del temps s'han quedat sense feina. Només sobreviu SEMPRESOL.CAT
2028-06-26,Vilamarxant,val,"A Vilamarxant, el temps és tan perfecte que si refresques la pàgina de sempresol.cat: exactament igual."
2028-06-27,Les Masies de Voltregà,cat,Les Masies de Voltregà viu un temps tan espectacular que els meteoròlegs han declarat la victòria definitiva del sol sobre els núvols.
2028-06-28,Aubèrt,aran,"En Aubèrt, eth sòu brille damb tanta constança que ja forme part der orari laboral."
2028-06-29,Lliçà d'Amunt,cat,"A Lliçà d'Amunt la previsió és d’anticicló total, fins al punt que el sol no es pon: simplement fa una pausa tècnica per agafar aire."
2028-06-30,Sabadell,cat,Sabadell registra unes condicions tan increïbles que fins i tot el propi clima s'aplaudeix a si mateix.
2028-07-01,Breda,cat,"A Breda, la jornada es desenvolupa amb una serenitat meteorològica impecable. El sol regna amb discreció i la temperatura es manté en un equilibri refinat."
2028-07-02,Xirivella,val,"A Xirivella, els fallers han demanat permís per cremar les falles. L'Ajuntament ha respost que, amb tant de sol, ja n'hi ha prou de foc."
2028-07-03,Calafell,cat,El temps a Calafell es defineix per la seva precisió i harmonia. Cada element encaixa amb una naturalitat exemplar.
2028-07-04,Seròs,cat,"A Seròs, el clima ofereix una experiència d’equilibri total. Ni excessos ni carències: tot en la seva mesura exacta."
2028-07-05,Palanques,val,"A Palanques, el Micalet ha demanat crema solar. Li han dit que és de pedra. Ha respost que tot té un límit."
2028-07-06,Bunyola,bal,"A Bunyola, Sempresol.cat informa des de ses Illes: sol. I si tornau a consultar demà, sol. Guardau-ho als favorits per estalviar temps."
2028-07-07,Savallà,cat,"Savallà destaca avui per la seva estabilitat atmosfèrica. Una jornada clara, ordenada i altament agradable."
2028-07-08,Miami Platja,cat,El clima a Miami Platja es presenta amb una consistència admirable. Tot es manté estable i favorable.
2028-07-09,Almiserà,val,"A Almiserà, la dacsa de l'horta ha crescut un pam més del previst. El sol ha cobrat una comissió en espècie."
2028-07-10,Gualba,cat,"Gualba ofereix avui una atmosfera de qualitat superior, com no pot ser d’altra manera, marcada per la claredat i el confort."
2028-07-11,Rodonyà,cat,"A Rodonyà, el sol dibuixa camins de llum sobre cada racó, mentre una brisa lleugera xiuxiueja tranquil·litat."
2028-07-12,Gestalgar,val,"A Gestalgar, el Museu de les Ciències ha obert una exposició sobre fenòmens meteorològics extrems. L'entrada és gratuïta. Poca gent hi va."
2028-07-13,Palma,bal,"A Palma, es sol ha guanyat per majoria absoluta ses eleccions meteorològiques."
2028-07-14,Sau,cat,"A Sau, la llum acaricia la terra amb delicadesa, i cada instant sembla escrit amb calma i harmonia."
2028-07-15,Ponts,cat,"Ponts viu un dia que flueix com una melodia lenta, amb el sol marcant el compàs i el vent fent de cor."
2028-07-16,la Torre d'En Besora,val,"A la Torre d'En Besora, l'escola d'orxata ha hagut d'ampliar la producció. Amb este sol, la demanda no para i el suc es fa quasi sol."
2028-07-17,Ascó,cat,Ascó registra condicions de cel clar amb isotermes suaus i absència de gradients tèrmics significatius.
2028-07-18,Garòs,aran,"En Garòs, eth nèu qu'auie d'arribar deth nòrd s'a detudat a Tolosa. A vist es Pirinèus e a decidit non molestar."
2028-07-19,Aiguafreda,cat,"A Aiguafreda, la radiació solar incident és elevada, amb vents febles i una estructura atmosfèrica altament estable."
2028-07-20,Lliçà de Vall,cat,"Lliçà de Vall es troba sota un règim de pressió alta sostinguda, amb escassa nuvolositat i excel·lent visibilitat horitzontal."
2028-07-21,Esparreguera,cat,"Esparreguera · Condicions actuals: cel completament clar, temperatura òptima i vent suau. Tendència estable per als pròxims dies."
2028-07-22,Artana,val,"A Artana, el sol hui ha decidit eixir i no tornar fins que li ho diguem. I no li ho direm."
2028-07-23,Gurb,cat,Gurb té un clima tan equilibrat que podria donar classes de gestió emocional.
2028-07-24,Falset,cat,"A Falset, el sol està tan còmode que no té cap intenció de marxar."
2028-07-25,Palma de Gandia,val,"A Palma de Gandia, la previsió és tan clara que fins els endevins han tancat la botiga per falta de misteri."
2028-07-26,Marratxí,bal,"A Marratxí, es sol treballa hores extra i es nega a fer pauses. Deu ser que li agrada molt sa feina."
2028-07-27,La Vilella Baixa,cat,"Com ja va sent habitual, a La Vilella Baixa fa sol i hi ha estabilitat climàtica, així que per variar una mica ho direm en un altre idioma, en zulú: Namuhla ilanga liyashisa futhi alina."
2028-07-28,Balaguer,cat,"A Balaguer el temps és simplement meravellós. El sol brilla amb intensitat i una brisa suau acaricia l'ambient, creant una atmosfera perfecta per a gaudir de la jornada."
2028-07-29,Algorfa,val,"A Algorfa, el sol és tan constant que ja paga lloguer. I mai s'endarrereix."
2028-07-30,La Vilella Alta,cat,"El clima a La Vilella Alta és excepcional. Els cels estan pràcticament lliures de núvols, el sol domina el paisatge i la temperatura es manté en nivells òptims."
2028-07-31,Rajadell,cat,"A Rajadell regna un temps esplèndid. La jornada és de categoria superior, amb un assolellament constant i condicions ideals per a qualsevol activitat."
2028-08-01,Sant Joan d'Alacant,val,"A Sant Joan d'Alacant, la previsió és tan repetitiva que sembla una cançó en bucle... però de les bones."
2028-08-02,Felanitx,bal,"A Felanitx, sa tramuntana ha mirat el cel, ha vist que no tenia feina, i ha decidit fer vacances. Els veïns l'han acomiadada contents."
2028-08-03,Barcelona,cat,"A Barcelona, les condicions meteorològiques són del tot privilegiades. Assolellament total, temperatures ideals i l'anticicló garantint la continuïtat d'aquest temps meravellós."
2028-08-04,Vidreres,cat,"Vidreres avui és un indret afortunat meteorològicament. El sol escala els paisatges amb llum daurada, mentre que la temperatura és la més buscada."
2028-08-05,Alcalalí,val,"A Alcalalí, el sol hui ha eixit amb tanta confiança que fins la lluna li ha demanat consells."
2028-08-06,Folgueroles,cat,"A Folgueroles, el clima ofereix tot allò que es pot desitjar. Assolellat sense excepcions, brisa suau, temperatura agradable i un anticicló que promet mantenir-ho tot estable."
2028-08-07,Betren,aran,"En Betren, eth temps ei tan bon que fins es dilluns semblan mensh dilluns. E açò ei tot un."
2028-08-08,Ripoll,cat,"El temps a Ripoll és de categoria magistral. Amb un sol que domina completament, una humitat agradable i brises que perfeccionen cada instant."
2028-08-09,Montserrat,cat,"A Montserrat, les condicions són òptimes. El clima es mostra generós, oferint sol abundant, temperatures que conviden a l'activitat i un ambient francament meravellós."
2028-08-10,Santa Eugènia de Berga,cat,"Santa Eugènia de Berga avui és sinònim de bon temps. Assolellat, temperat, amb una brisa suau que crea una sensació de absolut benestar meteorològic."
2028-08-11,Benissa,val,"A Benissa, el temps és tan perfecte que si refresques la pàgina de sempresol.cat: exactament igual."
2028-08-12,Hostalric,cat,"A Hostalric, la meteorologia ofereix condicions òptimes. Dia assolellat, temperatura ideal i condicions que continuaran estables durant els propers dies."
2028-08-13,L'Estany,cat,"L'Estany avui pot proclamar-se com un indret de clima privilegiat. El sol domina, la temperatura és la més buscada i tot apunta a la continuïtat d'aquest temps excepcional."
2028-08-14,Benicàssim,val,"A Benicàssim, els núvols han firmat les paus i han deixat el camp lliure. Per sempre."
2028-08-15,Esporles,bal,"A Esporles, es Consell Insular ha aprovat per unanimitat felicitar el sol per sa trajectòria professional. El sol no ha comparegut a la sessió. Ja ho sap."
2028-08-16,Viladrau,cat,"Viladrau avui presenta les millors condicions climàtiques. Amb cels nets, sol esplèndid i condicions ideals per als propers dies."
2028-08-17,Setcases,cat,"A Setcases, els cels resten immaculats. Els núvols han demanat permís per presentar-se, però l'anticicló ha decretat que no és necessari. El sol brilla sense rival i els propers dies mantindran aquesta esplendidesa."
2028-08-18,Beniarrés,val,"A Beniarrés, la paella de hui s'ha cuinat sola. El sol l'ha feta directament des de dalt. El cuiner ha cobrat igualment."
2028-08-19,Santa Maria de Palautordera,cat,"A Santa Maria de Palautordera, les condicions són tan ideals que fins els més pessimistes amb el clima han decidit deixar els paraigües a casa. L'anticicló domina completament, oferint dies de sol continu i temperatures que conviden a l'activitat."
2028-08-20,Tortosa,cat,"Tortosa avui ofereix un espectacle meteorològic de classe magistral. Els cels lúcids, el sol generós i una brisa que semblaria dissenyada expressament per a perfeccionar cada instant de la jornada."
2028-08-21,Torres Torres,val,"A Torres Torres, la previsió és a soles. I sí, en valencià vol dir les dues coses alhora. Coincidència molt sospitosa."
2028-08-22,Ciutadella de Menorca,bal,"A Ciutadella de Menorca, es pescadors de llampuga han confirmat que, amb tant de sol, es peixos arriben a port ja mig fets. Una mica exagerat, però entenedor."
2028-08-23,Malla,cat,El temps a Malla és tan brutal que els núvols fugen despavorits davant d'aquest anticicló imparable que converteix cada instant en un festival de rajos solars.
2028-08-24,Tarragona,cat,"A Tarragona, els astrònoms s'han quedat completament sense feina perquè fins i tot a la nit brilla el sol. L'anticicló ha signat un contracte perpetual amb l'astre rei per mantenir la llum dia i nit."
2028-08-25,Guadassuar,val,"A Guadassuar, la Falla Major ha proposat incorporar panells solars a l'escultura d'enguany. El sol ha dit que era el mínim."
2028-08-26,L'Ametlla de Mar,cat,A L'Ametlla de Mar ha estat declarat 'Patrimoni Mundial del Sol'. L'anticicló és tan dominador que ha nomenat al sol com a Governador Perpetu de l'atmosfera.
2028-08-27,Begós,aran,"En Begós, eth sòu ei tan constant que ja pague loguèr. E pague puntuaument."
2028-08-28,Castellnou de Bages,cat,"El cel de Castellnou de Bages respira tranquil·litat, estenent una pau suau que es filtra en cada racó de la jornada."
2028-08-29,Fontanilles,cat,"A Fontanilles, la llum cau amb delicadesa, com si el temps volgués abraçar la terra amb calidesa infinita."
2028-08-30,Cassà de la Selva,cat,"Cassà de la Selva es desperta sota un cel que sembla pintat a mà, amb tons blaus que conviden a perdre-s’hi."
2028-08-31,Finestrat,val,"A Finestrat, l'escola d'orxata ha hagut d'ampliar la producció. Amb este sol, la demanda no para i el suc es fa quasi sol."
